"clusterName","Location","cifsServerName","cifsShareName","cifsSharePath","cifsShareComments","hostingVolume","hostingVolumeUsedSize(GB)"
"snowy","Sydney","snowySVM068","GTS GCE Re-Imagine Program","/snowySVM068_vol001/GroupData/GTS GCE Re-Imagine Program","INC000017652878_GTS GCE Re-Imagine Program","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM077","Sales and Service","/snowySVM077_vol002/GroupData/Sales and Service","Sales and Service","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM068","snowySVM068_vol001","/snowySVM068_vol001",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM062","Common","/snowySVM062_vol001/groupdata/Corporate/Common",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM063","Home1","/snowySVM063_vol001/home1",,"snowySVM063_vol001","25071"
"snowy","Sydney","snowySVM067","common","/snowySVM067_vol004/LegacyData4/common","common","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM062","Major Property Projects","/snowySVM062_vol001/Major Property Projects",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM055","SASWorkspace","/snowySVM055_vol002/GroupData/SASWorkspace",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM051","NSW TPD Private","/vol/snowySVM051_vol002/GroupData/NSW TPD Private","INC000014955093_ NSW TPD Private","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM060","CUSTRSRCH","/snowySVM060_vol004/legacydata4/CUSTRSRCH",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM067","PaymentsTransformationSupport","/snowySVM067_vol004/legacydata4/PaymentsTransformation/Payment Transformation/Support","C:\vol\np0024_group4\legacydata4\PaymentsTransformation\Payment Transformation\Support","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM067","PAD","/snowySVM067_vol001/LegacyData1/PAD","PAD","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM055","Strategy","/snowySVM055_vol002/GroupData/Strategy","INC000015508896_ Strategy","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM075","PortableProfiles","/snowySVM075_vol001/profiles3",,"snowySVM075_vol001","888"
"snowy","Sydney","snowySVM055","EDiscovery","/snowySVM055_vol002/GroupData/EDiscovery",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM053","Portfolio & Delivery Management Drive","/vol/snowySVM053_vol002/GroupData/Portfolio & Delivery Management Drive","INC000019406984_Portfolio & Delivery Management Drive","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM063","Home2","/snowySVM063_vol002/home2",,"snowySVM063_vol002","23338"
"snowy","Sydney","snowySVM060","Infolease","/snowySVM060_vol001/legacydata1/Infolease",,"snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM067","Rates","/snowySVM067_vol005/LegacyData5/Rates","Rates","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM067","PRBMISREL1","/snowySVM067_vol001/LegacyData1/PRBMISREL1","PRBMISREL1","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM100","bp_np0001_home1_sv","/bp_np0001_home1_sv",,"bp_np0001_home1_sv","415"
"snowy","Sydney","snowySVM051","NSW & ACT WESTPAC TPD","/vol/snowySVM051_vol002/GroupData/NSW & ACT WESTPAC TPD",,"snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM055","I&O InfraServices","/snowySVM055_vol002/GroupData/I&O InfraServices",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM068","WIBGTSAFSDashboard","/snowySVM068_vol001/GroupData/WIBGTSAFSDashboard",,"snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","Payment Transformation","/snowySVM067_vol004/legacydata4/PaymentsTransformation/Payment Transformation",,"snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM051","South Metro Drive","/vol/snowySVM051_vol002/GroupData/South Metro Drive","INC000018902689_South Metro Drive","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM067","CPMTEAM","/snowySVM067_vol004/LegacyData4/CPMTEAM","CPMTEAM","snowySVM067_vol004","24973"
"snowy","Sydney","snowySVM053","Sanctions Operations","/vol/snowySVM053_vol002/GroupData/Sanctions Operations","INC000017526741_Sanctions Operations","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM060","HEG","/snowySVM060_vol006/legacydata6/HEG",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM058","snowySVM058_vol002","/snowySVM058_vol002",,"snowySVM058_vol002","11"
"snowy","Sydney","snowySVM077","R&BC","/snowySVM077_vol001/LegacyData1/R&BC","R&BC","snowySVM077_vol001","1664"
"snowy","Sydney","snowySVM055","BEAR Program","/snowySVM055_vol002/GroupData/BEAR Program","INC000016435094_BEAR Program","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM077","IBM_DATA","/snowySVM077_vol002/IBM_DATA",,"snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM055","HCMT Project Team","/snowySVM055_vol004/GroupData/HCMT Project Team","INC000018660843_HCMT Project Team","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM060","DRTEST1","/snowySVM060_vol001/legacydata1/DRTEST1",,"snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM055","Vista","/snowySVM055_vol002/GroupData/Vista","INC000016662090_Vista","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","Energy&Res","/snowySVM060_vol004/legacydata4/Energy&Res",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM063","np0023_profiles2","/snowySVM063_vol004",,"snowySVM063_vol004","1318"
"snowy","Sydney","snowySVM067","NSW Metro","/snowySVM067_vol005/legacydata5/NSW Metro","NSW Metro","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM063","test_profiles2","/snowySVM063_vol004/profiles2/test_profiles2",,"snowySVM063_vol004","1318"
"snowy","Sydney","snowySVM062","Corporate Core Transformation","/snowySVM062_vol001/groupdata/Corporate/Corporate Core Transformation",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM068","Hyper Anna Datasets","/snowySVM068_vol001/GroupData/Hyper Anna Datasets","INC000014419725_Hyper_Anna_Datasets","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","Corp_Admin","/snowySVM067_vol001/LegacyData1/Corp_Admin","Corp_Admin","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM077","AStruct","/snowySVM077_vol003/legacydata2/AStruct","AStruct","snowySVM077_vol003","4100"
"snowy","Sydney","snowySVM069","Group Audit File Transfer 1","/snowySVM069_vol001/GroupData/Group Audit File Transfer 1","INC000017786844_Group Audit File Transfer 1","snowySVM069_vol001","342"
"snowy","Sydney","snowySVM050","CONSUMER CONNECT NOW","/vol/snowySVM050_vol002/GroupData/CONSUMER CONNECT NOW",,"snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM060","CIB Pricing Approval Drive","/snowySVM060_vol006/groupdata/CIB Pricing Approval Drive",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_NSW_SG1$","/snowySVM058_vol001/FileSrv/Users/Retail/NSW/SG1",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM060","np0012_group6_dr","/snowySVM060_vol006",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM055","AR SRDE PROGRAM","/snowySVM055_vol002/GroupData/AR SRDE PROGRAM","INC000016147684_AR SRDE PROGRAM","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","CodeSave","/snowySVM067_vol001/CodeSave","Codesave","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM077","Credit Decisioning","/snowySVM077_vol003/legacydata2/Credit Decisioning","Credit Decisioning","snowySVM077_vol003","4100"
"snowy","Sydney","snowySVM055","Royal Commission - Group Compliance","/snowySVM055_vol002/GroupData/Royal Commission - Group Compliance","INC000016526428_Royal Commission - Group Compliance","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM051","WRAP Sales and Service Team","/vol/snowySVM051_vol002/GroupData/WRAP Sales and Service Team","INC000018895217_WRAP Sales and Service Team","snowySVM051_vol002","2056"
"snowy","Sydney","snowySVM068","snowySVM068_vol002","/snowySVM068_vol002",,"snowySVM068_vol002","8"
"snowy","Sydney","snowySVM067","port-risk","/snowySVM067_vol001/legacydata1/port-risk","port-risk","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM067","strategy","/snowySVM067_vol003/LegacyData3/strategy","strategy","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM054","Grouprisk","/snowySVM054_Grouprisk",,"snowySVM054_Grouprisk","1"
"snowy","Sydney","snowySVM101","km_np0001_home1_sv","/km_np0001_home1_sv",,"km_np0001_home1_sv","143"
"snowy","Sydney","snowySVM055","BT","/snowySVM055_vol004/GroupData/BT","INC000017856654_BT","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM077","RISKMAN","/snowySVM077_vol002/GroupData/RISKMAN","RISKMAN","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM067","FBS","/snowySVM067_vol001/LegacyData1/FBS","FBS","snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM050","snowySVM050_vol003","/vol/snowySVM050_vol003",,"snowySVM050_vol003","19"
"snowy","Sydney","snowySVM053","Payroll Services Secured Procedures","/vol/snowySVM053_vol002/GroupData/Payroll Services Secured Procedures","INC000015556580_ Payroll Services Secured Procedures","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM067","CLS","/snowySVM067_vol003/LegacyData3/CLS","CLS","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM062","Reach_Dir","/snowySVM062_vol002/groupdata/Corporate2/REACH_Dir",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM055","Group L&D","/snowySVM055_vol004/GroupData/Group L&D","INC000018483782_Group L&D","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM067","Murex","/snowySVM067_vol003/legacydata3/Murex","INC000018644176_Murex","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM077","sourcing","/snowySVM077_vol002/GroupData/sourcing","sourcing","snowySVM077_vol002","16853"
"snowy","Sydney","snowySVM068","FM_RiskPL","/snowySVM068_vol001/GroupData/FM_RiskPL","INC000018775769_FM_RiskPL","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM073","np0005_group1","/snowySVM073_vol002",,"snowySVM073_vol002","21"
"snowy","Sydney","snowySVM067","Cook Cove Project Office","/snowySVM067_vol005/LegacyData5/Cook Cove Project Office","Cook Cove Project Office","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM060","LOANSSYN","/snowySVM060_vol004/legacydata4/LOANSSYN",,"snowySVM060_vol004","4253"
"snowy","Sydney","snowySVM062","EIG","/snowySVM062_vol001/groupdata/Corporate/EIG",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM053","Bing","/vol/snowySVM053_vol002/GroupData/Bing",,"snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM056","Prognosis","/snowySVM056_Prognosis/",,"snowySVM056_Prognosis","219"
"snowy","Sydney","snowySVM055","SME_Connect_Now_Admin","/snowySVM055_vol002/GroupData/SME_Connect_Now_Admin","INC000016898943_SME_Connect_Now_Admin","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","SME NSW","/snowySVM055_vol002/GroupData/SME NSW","INC000015789616_SME NSW","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM068","IO_MIS","/snowySVM068_vol001/GroupData/IO_MIS","INC000014250712_International_Operational_MIS_databases","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM060","Legacy Data Share 3","/snowySVM060_vol003/legacydata3",,"snowySVM060_vol003","10545"
"snowy","Sydney","snowySVM060","Internet","/snowySVM060_vol005/legacydata5/Internet",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM062","PROJECT","/snowySVM062_vol001/groupdata/Corporate/PROJECT",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM068","GTS Digital","/snowySVM068_vol001/GroupData/GTS Digital","INC000014898392_GTS Digital","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_VIC_SG1$","/snowySVM058_vol001/FileSrv/Users/Retail/VIC/SG1",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM055","COLSupportData","/snowySVM055_vol002/GroupData/COLSupportData",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM065","Groupdata","/snowySVM065_vol001/groupdata",,"snowySVM065_vol001","15"
"snowy","Sydney","snowySVM060","ECD Mgt","/snowySVM060_vol005/legacydata5/ECD Mgt",,"snowySVM060_vol005","10394"
"snowy","Sydney","snowySVM055","DMPS","/snowySVM055_vol004/GroupData/DMPS","INC000018182715_DMPS","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM053","Law Society Team","/vol/snowySVM053_vol002/GroupData/Law Society Team","INC000018902768_Law Society Team","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM054","AV_2","/AV_Test_Vol_2",,"AV_Test_Vol_2","0"
"snowy","Sydney","snowySVM062","GRP_TAX","/snowySVM062_vol001/groupdata/Corporate/GRP_TAX",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM050","BRUNSWICK BRANCH","/vol/snowySVM050_vol002/GroupData/BRUNSWICK BRANCH","INC000018098489_BRUNSWICK BRANCH","snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM058","DFS_Client_Users_Retail_QLD_SG1$","/snowySVM058_vol001/FileSrv/Users/Retail/QLD/SG1",,"snowySVM058_vol001","6728"
"snowy","Sydney","snowySVM062","Unsecured Finance GM Office","/snowySVM062_vol001/groupdata/Corporate/Unsecured Finance GM Office",,"snowySVM062_vol001","85941"
"snowy","Sydney","snowySVM067","CRS","/snowySVM067_vol003/LegacyData3/CRS","CRS","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM055","MIData","/snowySVM055_vol004/GroupData/MIData","INC000018665606_MIData","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM050","RetailGroupdataU104","/vol/snowySVM050_vol002/RetailGroupdataU104",,"snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM060","LEGAL","/snowySVM060_vol002/legacydata2/LEGAL",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM069","Group Treasury Governance","/snowySVM069_vol001/GroupData/Group Treasury Governance","INC000016261168_Group Treasury Governance","snowySVM069_vol001","342"
"snowy","Sydney","snowySVM069","Treasury STL","/snowySVM069_vol001/GroupData/Treasury STL","INC000016899372_Treasury STL","snowySVM069_vol001","342"
"snowy","Sydney","snowySVM052","ContactCentresHomeU104Link9","/vol/snowySVM052_vol001/ContactCentresHomeU104Link9",,"snowySVM052_vol001","622"
"snowy","Sydney","snowySVM068","FM 1LOD","/snowySVM068_vol001/GroupData/FM 1LOD","INC000018327300_FM 1LOD","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM067","CDistx","/snowySVM067_vol003/CDistx","CDistx","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM067","NCCComm","/snowySVM067_vol005/NCCComm","NCCComm","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM050","RetailProfileU104Link1","/vol/snowySVM050_vol001/RetailProfileU104Link1",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM068","WIB Strategy Transformation and Risk","/snowySVM068_vol001/GroupData/WIB Strategy Transformation and Risk","INC000018573424_WIB Strategy Transformation and Risk","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM055","Monitoring and Surveillance","/snowySVM055_vol004/GroupData/Monitoring and Surveillance","INC000017589477_Monitoring and Surveillance","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","MicrosoftModernisationProject","/snowySVM055_vol002/Groupdata/MicrosoftModernisationProject",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM055","ArchPlatExports","/snowySVM055_vol002/GroupData/ArchPlatExports",,"snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","SME RBB","/snowySVM067_vol005/LegacyData5/SME RBB","SME RBB","snowySVM067_vol005","17391"
"snowy","Sydney","snowySVM060","!restore","/snowySVM060_vol002/legacydata2/!restore",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM050","RetailHomeU104Link3","/vol/snowySVM050_vol001/RetailHomeU104Link3",,"snowySVM050_vol001","7857"
"snowy","Sydney","snowySVM077","np0020_group3","/snowySVM077_vol003",,"snowySVM077_vol003","4100"
"snowy","Sydney","snowySVM068","Stephanie and Simone Job Share","/snowySVM068_vol001/GroupData/Stephanie and Simone Job Share","INC000017211676_Stephanie and Simone Job Share","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM060","TST","/snowySVM060_vol006/groupdata/TST",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM055","POS","/snowySVM055_vol002/GroupData/POS","INC000015039624_POS","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM060","TechRisk","/snowySVM060_vol006/groupdata/TechRisk",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM067","Test 01 Folder","/snowySVM067_vol002/legacydata2/Test 01 Folder","Test 01 Folder","snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM067","ISG","/snowySVM067_vol002/LegacyData2/ISG",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM055","SD Security Admin","/snowySVM055_vol002/GroupData/SD Security Admin","INC000016752259_SD Security Admin","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","Ebiz","/snowySVM067_vol002/LegacyData2/Ebiz",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM050","STG North Shore Lending","/vol/snowySVM050_vol002/GroupData/STG North Shore Lending",,"snowySVM050_vol002","1246"
"snowy","Sydney","snowySVM055","AV Collaboration","/snowySVM055_vol002/GroupData/AV Collaboration","INC000015405234_ AV Collaboration","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM067","fwdscomm","/snowySVM067_vol003/LegacyData3/fwdscomm","fwdscomm","snowySVM067_vol003","16531"
"snowy","Sydney","snowySVM056","snowySVM056_vol001","/snowySVM056_vol001",,"snowySVM056_vol001","1116"
"snowy","Sydney","snowySVM060","TCSGroup","/snowySVM060_vol002/legacydata2/TCSGroup",,"snowySVM060_vol002","6630"
"snowy","Sydney","snowySVM055","snowySVM055_vol007","/snowySVM055_vol007",,"snowySVM055_vol007","1631"
"snowy","Sydney","snowySVM067","np0024_group1_dr","/snowySVM067_vol001",,"snowySVM067_vol001","10911"
"snowy","Sydney","snowySVM055","Prudential Governance","/snowySVM055_vol004/GroupData/Prudential Governance","INC000018270571_Prudential Governance","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM062","Executives","/snowySVM062_vol002/groupdata/Corporate2/Executives",,"snowySVM062_vol002","24215"
"snowy","Sydney","snowySVM067","Big_Sur","/snowySVM067_vol002/LegacyData2/Big_Sur",,"snowySVM067_vol002","14196"
"snowy","Sydney","snowySVM060","Project Porter","/snowySVM060_vol006/groupdata/Project Porter",,"snowySVM060_vol006","24779"
"snowy","Sydney","snowySVM055","RAMS Transformation","/snowySVM055_vol002/GroupData/RAMS Transformation","INC000016892035_RAMS Transformation","snowySVM055_vol002","55593"
"snowy","Sydney","snowySVM077","groupdata3","/snowySVM077_vol005/groupdata3",,"snowySVM077_vol005","5922"
"snowy","Sydney","snowySVM053","SIC","/vol/snowySVM053_vol002/GroupData/SIC","INC000018170911_SIC","snowySVM053_vol002","7878"
"snowy","Sydney","snowySVM068","Asia IT","/snowySVM068_vol001/GroupData/Asia IT","INC000017135634 _Asia IT","snowySVM068_vol001","4886"
"snowy","Sydney","snowySVM053","GroupOperationsHomeU104Link7","/vol/snowySVM053_vol001/GroupOperationsHomeU104Link7",,"snowySVM053_vol001","7377"
"snowy","Sydney","snowySVM055","PGM RA","/snowySVM055_vol004/GroupData/PGM RA","INC000019063281_PGM RA","snowySVM055_vol004","1760"
"snowy","Sydney","snowySVM055","CorpITProfileU104Link9","/snowySVM055_vol001/CorpITProfileU104Link9",,"snowySVM055_vol001","52459"
"snowy","Sydney","snowySVM060","WIBTransformation","/snowySVM060_vol001/legacydata1/WIBTransformation","WIB Transformation","snowySVM060_vol001","19701"
"snowy","Sydney","snowySVM062","SCG","/snowySVM062_vol002/groupdata/WIB/SCG",,"snowySVM062_vol002","24215"
